"X","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus","base"
715,2024-08-16,NA,10,5,0,75.025,2,11.25,"Previsto","MARÍLIA","covid",2024-08-21
270,2024-08-16,NA,12,13,4,32.025,9,18,"Previsto","MARÍLIA","srag",2024-08-21
714,2024-08-28,NA,11,4,0,26,2,7,"Previsto","MARÍLIA","covid",2024-08-28
270,2024-08-29,NA,12,19,5,52,14,26,"Previsto","MARÍLIA","srag",2024-08-28
715,2024-08-27,NA,11,29,7,203.025,19,50,"Previsto","MARÍLIA","covid",2024-09-03
270,2024-09-04,NA,12,23,4,63,15,33,"Previsto","MARÍLIA","srag",2024-09-03
714,2024-09-11,NA,11,24,4,93.025,16,37,"Previsto","MARÍLIA","covid",2024-09-11
270,2024-09-12,NA,12,20,2,64.025,11,32,"Previsto","MARÍLIA","srag",2024-09-11
715,2024-09-11,NA,11,38,6,162.025,26,60,"Previsto","MARÍLIA","covid",2024-09-18
270,2024-09-11,NA,12,48,12,127.1,33,66.25,"Previsto","MARÍLIA","srag",2024-09-18
716,2024-09-18,NA,11,27,2,123,15,44,"Previsto","MARÍLIA","covid",2024-09-25
270,2024-09-25,NA,12,14,2,45.025,8,21,"Previsto","MARÍLIA","srag",2024-09-25
717,2024-09-24,NA,11,7,0,51.05,3,13,"Previsto","MARÍLIA","covid",2024-10-02
270,2024-09-25,NA,12,29,9,77.05,20,41,"Previsto","MARÍLIA","srag",2024-10-02
375,2023-05-24,11,12,1,0,11,0,3,"Previsto","PIRACICABA","covid",2023-05-31
141,2023-05-31,11,12,66,30,148,53,87,"Previsto","PIRACICABA","srag",2023-05-31
375,2023-06-06,11,12,4,0,40.025,2,8,"Previsto","PIRACICABA","covid",2023-06-06
141,2023-06-06,11,12,65,27,141.05,51,85,"Previsto","PIRACICABA","srag",2023-06-06
375,2023-06-08,11,12,12,1,100,6,25,"Previsto","PIRACICABA","covid",2023-06-14
141,2023-06-14,11,12,26,6.975,66,17,38,"Previsto","PIRACICABA","srag",2023-06-14
373,2023-06-20,11,12,3,0,35.025,1,7,"Previsto","PIRACICABA","covid",2023-06-20
141,2023-06-20,11,12,37,11,83,27,50,"Previsto","PIRACICABA","srag",2023-06-20
375,2023-06-24,11,12,2,0,13,1,4,"Previsto","PIRACICABA","covid",2023-07-06
141,2023-07-06,11,12,33,15,67,26,42,"Previsto","PIRACICABA","srag",2023-07-06
375,2023-07-15,11,12,1,0,15,0,3,"Previsto","PIRACICABA","covid",2023-07-19
141,2023-07-19,11,12,23,9,54,17,30,"Previsto","PIRACICABA","srag",2023-07-19
374,2023-07-14,11,12,0,0,9,0,1,"Previsto","PIRACICABA","covid",2023-07-25
141,2023-07-25,11,12,27,11,67,21,35,"Previsto","PIRACICABA","srag",2023-07-25
375,2023-08-01,11,12,4,0,31,2,7,"Previsto","PIRACICABA","covid",2023-08-02
141,2023-08-02,11,12,30,12,79.025,22,39,"Previsto","PIRACICABA","srag",2023-08-02
374,2023-08-01,11,12,3,0,23.025,1,6,"Previsto","PIRACICABA","covid",2023-08-08
141,2023-08-08,11,12,23,8,54.025,17,30,"Previsto","PIRACICABA","srag",2023-08-08
373,2023-08-06,11,12,2,0,30.05,1,5,"Previsto","PIRACICABA","covid",2023-08-16
141,2023-08-16,11,12,20,5,43.025,14,27,"Previsto","PIRACICABA","srag",2023-08-16
374,2023-08-23,11,12,29,4,197.125,16,52,"Previsto","PIRACICABA","covid",2023-08-23
141,2023-08-23,11,12,23,8,53,17,31,"Previsto","PIRACICABA","srag",2023-08-23
375,2023-08-23,11,12,31,4,248.025,18,54,"Previsto","PIRACICABA","covid",2023-08-30
141,2023-08-30,11,12,19,7.975,37.025,15,25,"Previsto","PIRACICABA","srag",2023-08-30
375,2023-09-01,11,12,31,5,221.025,18,51,"Previsto","PIRACICABA","covid",2023-09-06
141,2023-09-06,11,12,16,5,34,12,21,"Previsto","PIRACICABA","srag",2023-09-06
374,2023-09-19,11,12,4,0,26.025,2,9,"Previsto","PIRACICABA","covid",2023-09-19
141,2023-09-19,11,12,13,4,31,9,18,"Previsto","PIRACICABA","srag",2023-09-19
375,2023-09-26,11,12,7,1,34,4,12,"Previsto","PIRACICABA","covid",2023-09-27
141,2023-09-27,11,12,19,7,53.05,14,26,"Previsto","PIRACICABA","srag",2023-09-27
373,2023-10-06,11,12,6,0,31.025,3,10.25,"Previsto","PIRACICABA","covid",2023-10-06
141,2023-10-06,11,12,22,8,59,16,30,"Previsto","PIRACICABA","srag",2023-10-06
372,2023-10-11,11,12,10,2,56.025,6,16,"Previsto","PIRACICABA","covid",2023-10-11
141,2023-10-11,11,12,29,10.975,77.05,21,39,"Previsto","PIRACICABA","srag",2023-10-11
374,2023-10-18,11,12,16,3,82,10,27,"Previsto","PIRACICABA","covid",2023-10-18
141,2023-10-18,11,12,45,22,115.025,35,62,"Previsto","PIRACICABA","srag",2023-10-18
375,2023-10-20,11,12,15,4,57.025,10,23,"Previsto","PIRACICABA","covid",2023-10-20
141,2023-10-20,11,12,44,18.975,112.025,33,59.25,"Previsto","PIRACICABA","srag",2023-10-20
375,2023-10-25,11,12,33,8,147.025,21,53.25,"Previsto","PIRACICABA","covid",2023-10-25
141,2023-10-25,11,12,51,21.975,117,39,67,"Previsto","PIRACICABA","srag",2023-10-25
375,2023-11-01,11,12,30,9,69,22,40,"Previsto","PIRACICABA","covid",2023-11-01
141,2023-11-01,11,12,47,21,87.025,38,58,"Previsto","PIRACICABA","srag",2023-11-01
375,2023-11-08,11,12,16,2,55.025,9,23,"Previsto","PIRACICABA","covid",2023-11-08
141,2023-11-08,11,12,32,9,64,23,41,"Previsto","PIRACICABA","srag",2023-11-08
375,2023-11-11,11,12,19,4,47,12,26.25,"Previsto","PIRACICABA","covid",2023-11-13
141,2023-11-11,11,12,34,9.975,71.05,24,44,"Previsto","PIRACICABA","srag",2023-11-13
375,2023-11-29,11,12,15,1,84.05,9,25,"Previsto","PIRACICABA","covid",2023-11-29
141,2023-11-29,11,12,42,15.975,120.075,30,58,"Previsto","PIRACICABA","srag",2023-11-29
375,2023-11-29,11,12,16,2,91.025,9,28.25,"Previsto","PIRACICABA","covid",2023-12-06
141,2023-12-06,11,12,29,9,73,20,39,"Previsto","PIRACICABA","srag",2023-12-06
375,2023-11-29,11,12,18,3,108.15,10,29,"Previsto","PIRACICABA","covid",2023-12-13
141,2023-12-13,11,12,9,1,34.025,5,15,"Previsto","PIRACICABA","srag",2023-12-13
375,2023-12-20,11,12,2,0,19,1,4,"Previsto","PIRACICABA","covid",2023-12-20
141,2023-12-20,11,12,9,1,24,5,12,"Previsto","PIRACICABA","srag",2023-12-20
374,2023-12-16,11,12,3,0,14,1,5,"Previsto","PIRACICABA","covid",2023-12-27
141,2023-12-20,11,12,8.5,1,27,5,13,"Previsto","PIRACICABA","srag",2023-12-27
374,2023-12-27,11,12,1,0,8,0,2,"Previsto","PIRACICABA","covid",2024-01-03
141,2024-01-03,11,12,5,0.975000000000001,18,3,9,"Previsto","PIRACICABA","srag",2024-01-03
375,2024-01-17,11,12,1,0,10,0,2,"Previsto","PIRACICABA","covid",2024-01-17
141,2024-01-17,11,12,9,1,50.025,5,16,"Previsto","PIRACICABA","srag",2024-01-17
375,2024-01-23,11,12,1,0,23.025,0,3,"Previsto","PIRACICABA","covid",2024-01-31
141,2024-01-31,11,12,9,1,27.025,6,13,"Previsto","PIRACICABA","srag",2024-01-31
775,2024-02-03,NA,12,1,0,9.02499999999998,0,3,"Previsto","PIRACICABA","covid",2024-02-07
296,2024-02-07,NA,12,6,0.975000000000001,15,3,8,"Previsto","PIRACICABA","srag",2024-02-07
773,2024-02-06,NA,12,3,0,15,1,5,"Previsto","PIRACICABA","covid",2024-02-14
296,2024-02-15,NA,12,7,1,22,5,10,"Previsto","PIRACICABA","srag",2024-02-14
773,2024-02-07,NA,12,2,0,16,1,5,"Previsto","PIRACICABA","covid",2024-02-21
296,2024-02-14,NA,12,15,5,43,11,20,"Previsto","PIRACICABA","srag",2024-02-21
773,2024-02-21,NA,12,32,3,411.574999999999,16,74.25,"Previsto","PIRACICABA","covid",2024-02-28
296,2024-02-28,NA,12,39,9.975,128.1,27,58,"Previsto","PIRACICABA","srag",2024-02-28
372,2024-03-06,11,12,90.5,15.975,545,55,150,"Previsto","PIRACICABA","covid",2024-03-06
141,2024-03-06,11,12,31,4,119.05,19,53,"Previsto","PIRACICABA","srag",2024-03-06
372,2024-03-13,11,12,54,2.975,357.05,29,100.25,"Previsto","PIRACICABA","covid",2024-03-13
140,2024-03-13,11,12,23,3,100,14,38,"Previsto","PIRACICABA","srag",2024-03-13
773,2024-03-16,NA,12,30,1,216.35,13,55,"Previsto","PIRACICABA","covid",2024-03-18
296,2024-03-16,NA,12,31,4,120,19,52,"Previsto","PIRACICABA","srag",2024-03-18
773,2024-03-13,NA,12,34,1,198.05,18,63,"Previsto","PIRACICABA","covid",2024-03-20
296,2024-03-20,NA,12,7,0,50,3,16,"Previsto","PIRACICABA","srag",2024-03-20
774,2024-03-19,NA,12,13,0,127.075,5,32.25,"Previsto","PIRACICABA","covid",2024-03-27
296,2024-03-20,NA,12,29,5,106,17,49.25,"Previsto","PIRACICABA","srag",2024-03-27
774,2024-03-26,NA,12,3,0,49.025,1,7,"Previsto","PIRACICABA","covid",2024-04-10
296,2024-04-02,NA,12,32,6,173.025,19,55,"Previsto","PIRACICABA","srag",2024-04-10
774,2024-03-28,NA,12,3,0,40.025,1,8,"Previsto","PIRACICABA","covid",2024-04-17
296,2024-04-11,NA,12,25,4,106,15,38.25,"Previsto","PIRACICABA","srag",2024-04-17
772,2024-04-19,NA,11,4,0,102.1,1.75,12,"Previsto","PIRACICABA","covid",2024-04-24
296,2024-04-20,NA,12,40,8.975,170,24,61,"Previsto","PIRACICABA","srag",2024-04-24
774,2024-04-24,NA,12,4,0,45,2,8,"Previsto","PIRACICABA","covid",2024-05-08
296,2024-05-03,NA,12,27,1,185.075,10,61,"Previsto","PIRACICABA","srag",2024-05-08
764,2024-05-07,NA,11,3,0,18,1,5,"Previsto","PIRACICABA","covid",2024-05-15
296,2024-05-15,NA,12,18,1,96.05,8,35,"Previsto","PIRACICABA","srag",2024-05-15
764,2024-05-11,NA,11,3,0,14,1,5,"Previsto","PIRACICABA","covid",2024-05-23
296,2024-05-15,NA,12,41,7,144.05,25,62.25,"Previsto","PIRACICABA","srag",2024-05-23
759,2024-05-09,NA,11,3,0,18.025,1,5,"Previsto","PIRACICABA","covid",2024-05-29
296,2024-05-22,NA,12,24,4,107.05,14,40,"Previsto","PIRACICABA","srag",2024-05-29
757,2024-05-14,NA,11,2,0,14,1,4,"Previsto","PIRACICABA","covid",2024-06-05
295,2024-06-04,NA,12,10,2,31,6,15,"Previsto","PIRACICABA","srag",2024-06-05
757,2024-05-14,NA,11,2,0,14,1,4,"Previsto","PIRACICABA","covid",2024-06-12
296,2024-06-08,NA,12,19,6,55,13,28,"Previsto","PIRACICABA","srag",2024-06-12
751,2024-06-14,NA,11,0,0,22,0,2,"Previsto","PIRACICABA","covid",2024-06-26
297,2024-06-26,NA,12,16,1,62,8,25,"Previsto","PIRACICABA","srag",2024-06-26
752,2024-06-14,NA,11,0,0,11,0,2,"Previsto","PIRACICABA","covid",2024-07-04
297,2024-06-29,NA,12,37,9,91,26,51,"Previsto","PIRACICABA","srag",2024-07-04
749,2024-07-13,NA,10,9,1,78.025,5,19,"Previsto","PIRACICABA","covid",2024-07-23
297,2024-07-20,NA,12,18,2,60.025,10,30,"Previsto","PIRACICABA","srag",2024-07-23
737,2024-08-06,NA,9,1,0,27,0,3,"Previsto","PIRACICABA","covid",2024-08-14
297,2024-08-13,NA,12,11,3,31,7,16,"Previsto","PIRACICABA","srag",2024-08-14
739,2024-08-15,NA,10,2,0,84.025,0,5,"Previsto","PIRACICABA","covid",2024-08-21
297,2024-08-16,NA,12,26,8,105,18,39,"Previsto","PIRACICABA","srag",2024-08-21
740,2024-08-28,NA,12,23,0,251.225,9,49,"Previsto","PIRACICABA","covid",2024-08-28
297,2024-08-29,NA,12,40,8,152.075,26,59.25,"Previsto","PIRACICABA","srag",2024-08-28
741,2024-08-27,NA,12,24,1,279.549999999999,11,53,"Previsto","PIRACICABA","covid",2024-09-03
297,2024-09-04,NA,12,20,2,74.025,11,33,"Previsto","PIRACICABA","srag",2024-09-03
740,2024-09-11,NA,12,9,0,151,3,22,"Previsto","PIRACICABA","covid",2024-09-11
297,2024-09-11,NA,12,34,4,125.025,19,51,"Previsto","PIRACICABA","srag",2024-09-11
741,2024-09-10,NA,12,11,0,82,5,22,"Previsto","PIRACICABA","covid",2024-09-18
297,2024-09-11,NA,12,51,13,154.025,34,75,"Previsto","PIRACICABA","srag",2024-09-18
742,2024-09-18,NA,12,3,0,34.05,1,8,"Previsto","PIRACICABA","covid",2024-09-25
297,2024-09-26,NA,12,19,2,73.025,11,30,"Previsto","PIRACICABA","srag",2024-09-25
743,2024-09-24,NA,12,4,0,45.05,1,8,"Previsto","PIRACICABA","covid",2024-10-02
297,2024-10-02,NA,12,11,1,36,6,18,"Previsto","PIRACICABA","srag",2024-10-02
388,2023-05-23,11,12,43,0,78283.3249999999,4,337,"Previsto","PRESIDENTE PRUDENTE","covid",2023-05-31
154,2023-05-31,11,12,139.5,14,1717.625,65.75,311.25,"Previsto","PRESIDENTE PRUDENTE","srag",2023-05-31
388,2023-05-27,11,12,44,0,72454.975,4,321.75,"Previsto","PRESIDENTE PRUDENTE","covid",2023-06-06
154,2023-05-30,11,12,90.5,3,5414.87499999999,32,310.75,"Previsto","PRESIDENTE PRUDENTE","srag",2023-06-06
388,2023-06-01,11,12,14,0,993.599999999999,4,51.25,"Previsto","PRESIDENTE PRUDENTE","covid",2023-06-14
154,2023-06-07,11,12,28,0,355,11,60,"Previsto","PRESIDENTE PRUDENTE","srag",2023-06-14
386,2023-06-02,11,12,14,0,1509.55,3,59,"Previsto","PRESIDENTE PRUDENTE","covid",2023-06-20
154,2023-06-06,11,12,52,0,1298.175,19,138,"Previsto","PRESIDENTE PRUDENTE","srag",2023-06-20
388,2023-06-16,11,12,4,0,65.025,1,10,"Previsto","PRESIDENTE PRUDENTE","covid",2023-07-06
154,2023-07-06,11,12,14,1,434.475,5,41,"Previsto","PRESIDENTE PRUDENTE","srag",2023-07-06
387,2023-07-05,11,11,0,0,67.0749999999999,0,1,"Previsto","PRESIDENTE PRUDENTE","covid",2023-07-19
154,2023-07-12,11,12,9,0,336.125,3,29,"Previsto","PRESIDENTE PRUDENTE","srag",2023-07-19
386,2023-07-08,11,11,0,0,54.05,0,1,"Previsto","PRESIDENTE PRUDENTE","covid",2023-07-25
154,2023-07-11,11,12,8,0,312.525,3,26,"Previsto","PRESIDENTE PRUDENTE","srag",2023-07-25
388,2023-07-28,11,12,1,0,30.025,0,4,"Previsto","PRESIDENTE PRUDENTE","covid",2023-08-02
154,2023-07-25,11,12,5,0,70.1749999999998,2,12,"Previsto","PRESIDENTE PRUDENTE","srag",2023-08-02
387,2023-07-25,11,12,1,0,29.025,0,3,"Previsto","PRESIDENTE PRUDENTE","covid",2023-08-08
154,2023-08-01,11,12,10,0,236.075,4,25,"Previsto","PRESIDENTE PRUDENTE","srag",2023-08-08
386,2023-07-25,11,12,1,0,37.025,0,3,"Previsto","PRESIDENTE PRUDENTE","covid",2023-08-16
154,2023-08-09,11,12,3,0,57.025,1,8,"Previsto","PRESIDENTE PRUDENTE","srag",2023-08-16
386,2023-08-16,11,11,5,0,37,2,10,"Previsto","PRESIDENTE PRUDENTE","covid",2023-08-23
154,2023-08-16,11,12,8,0,73.2249999999998,4,15,"Previsto","PRESIDENTE PRUDENTE","srag",2023-08-23
387,2023-08-18,11,11,5,0,31,2,9,"Previsto","PRESIDENTE PRUDENTE","covid",2023-08-30
154,2023-08-18,11,12,14,2,113.15,9,26,"Previsto","PRESIDENTE PRUDENTE","srag",2023-08-30
387,2023-08-18,11,11,5,0,37.025,2,10,"Previsto","PRESIDENTE PRUDENTE","covid",2023-09-06
154,2023-08-29,11,12,5,0,31,2,10,"Previsto","PRESIDENTE PRUDENTE","srag",2023-09-06
387,2023-09-06,11,12,0,0,10,0,1,"Previsto","PRESIDENTE PRUDENTE","covid",2023-09-19
154,2023-09-06,11,12,7,0,58.05,3,13,"Previsto","PRESIDENTE PRUDENTE","srag",2023-09-19
388,2023-09-12,11,12,4,0,47.025,1.75,8,"Previsto","PRESIDENTE PRUDENTE","covid",2023-09-27
154,2023-09-19,11,12,4,0,24,2,8,"Previsto","PRESIDENTE PRUDENTE","srag",2023-09-27
385,2023-09-27,11,11,5,0,51.05,2,10,"Previsto","PRESIDENTE PRUDENTE","covid",2023-10-06
154,2023-09-29,11,12,6,0,26,3,11,"Previsto","PRESIDENTE PRUDENTE","srag",2023-10-06
385,2023-10-03,11,12,3,0,20,1,5,"Previsto","PRESIDENTE PRUDENTE","covid",2023-10-11
154,2023-10-03,11,12,10,2,62.025,6,16,"Previsto","PRESIDENTE PRUDENTE","srag",2023-10-11
387,2023-10-11,11,12,6,0,72.1749999999998,2,14.25,"Previsto","PRESIDENTE PRUDENTE","covid",2023-10-18
154,2023-10-18,11,12,18,4,88,11,28,"Previsto","PRESIDENTE PRUDENTE","srag",2023-10-18
388,2023-10-12,11,12,7,0,80.025,3,14,"Previsto","PRESIDENTE PRUDENTE","covid",2023-10-20
154,2023-10-20,11,12,17,5,63.05,11,27,"Previsto","PRESIDENTE PRUDENTE","srag",2023-10-20
388,2023-10-17,11,12,25.5,2,177.1,13,46.25,"Previsto","PRESIDENTE PRUDENTE","covid",2023-10-25
154,2023-10-18,11,12,16,4,86.025,11,25,"Previsto","PRESIDENTE PRUDENTE","srag",2023-10-25
388,2023-10-17,11,12,25,3,189.05,15,49,"Previsto","PRESIDENTE PRUDENTE","covid",2023-11-01
154,2023-10-28,11,12,19,5.975,50,13,26,"Previsto","PRESIDENTE PRUDENTE","srag",2023-11-01
387,2023-11-01,11,11,4,0,69,1,11,"Previsto","PRESIDENTE PRUDENTE","covid",2023-11-08
154,2023-11-01,11,12,11,0,57,6,19,"Previsto","PRESIDENTE PRUDENTE","srag",2023-11-08
388,2023-11-11,11,12,7,0,46.025,3,13,"Previsto","PRESIDENTE PRUDENTE","covid",2023-11-13
154,2023-11-11,11,12,7,0,25.025,4,11,"Previsto","PRESIDENTE PRUDENTE","srag",2023-11-13
388,2023-11-22,11,12,5,0,31,2,9,"Previsto","PRESIDENTE PRUDENTE","covid",2023-11-29
154,2023-11-22,11,12,7,0,54.05,4,12,"Previsto","PRESIDENTE PRUDENTE","srag",2023-11-29
388,2023-11-28,11,12,9,1,77.0999999999999,5,16,"Previsto","PRESIDENTE PRUDENTE","covid",2023-12-06
154,2023-11-28,11,12,7,0,54.025,4,13,"Previsto","PRESIDENTE PRUDENTE","srag",2023-12-06
388,2023-11-29,11,12,9,1,65.025,5,15,"Previsto","PRESIDENTE PRUDENTE","covid",2023-12-13
154,2023-12-06,11,12,11,2,55.025,6,18,"Previsto","PRESIDENTE PRUDENTE","srag",2023-12-13
388,2023-12-02,11,12,8,1,60.1249999999999,5,16,"Previsto","PRESIDENTE PRUDENTE","covid",2023-12-20
154,2023-12-09,11,12,10,1,35.025,6,15,"Previsto","PRESIDENTE PRUDENTE","srag",2023-12-20
387,2023-12-02,11,12,9,1,51.05,5,15.25,"Previsto","PRESIDENTE PRUDENTE","covid",2023-12-27
154,2023-12-09,11,12,10,1,42.025,6,17,"Previsto","PRESIDENTE PRUDENTE","srag",2023-12-27
387,2023-12-07,11,12,6,0,31,3,10,"Previsto","PRESIDENTE PRUDENTE","covid",2024-01-03
154,2023-12-06,11,12,11,1.975,50.025,7,17,"Previsto","PRESIDENTE PRUDENTE","srag",2024-01-03
388,2024-01-03,11,12,0,0,9,0,1,"Previsto","PRESIDENTE PRUDENTE","covid",2024-01-17
154,2024-01-10,11,12,3,0,26.0749999999999,1,5,"Previsto","PRESIDENTE PRUDENTE","srag",2024-01-17
388,2024-01-16,11,12,1,0,13,0,2,"Previsto","PRESIDENTE PRUDENTE","covid",2024-01-31
154,2024-01-24,11,12,1,0,15.025,0,3,"Previsto","PRESIDENTE PRUDENTE","srag",2024-01-31
801,2024-01-25,NA,12,0,0,6,0,1,"Previsto","PRESIDENTE PRUDENTE","covid",2024-02-07
323,2024-01-24,NA,12,2,0,14.025,0,4,"Previsto","PRESIDENTE PRUDENTE","srag",2024-02-07
798,2024-02-10,NA,11,6,0,107.15,2,16,"Previsto","PRESIDENTE PRUDENTE","covid",2024-02-14
322,2024-02-10,NA,11,7,0,101,3,17,"Previsto","PRESIDENTE PRUDENTE","srag",2024-02-14
800,2024-02-14,NA,12,33,4.975,556.574999999999,15,70.25,"Previsto","PRESIDENTE PRUDENTE","covid",2024-02-21
323,2024-02-14,NA,12,30,4,349.1,15,70,"Previsto","PRESIDENTE PRUDENTE","srag",2024-02-21
800,2024-02-28,NA,12,39,6,227.025,23,63,"Previsto","PRESIDENTE PRUDENTE","covid",2024-02-28
323,2024-02-28,NA,12,23,1,151.025,12,43,"Previsto","PRESIDENTE PRUDENTE","srag",2024-02-28
385,2024-02-28,11,12,41,6.975,222,23,67,"Previsto","PRESIDENTE PRUDENTE","covid",2024-03-06
154,2024-02-28,11,12,31,3,214.05,18,55,"Previsto","PRESIDENTE PRUDENTE","srag",2024-03-06
385,2024-03-06,11,12,56,8,269.025,32,91,"Previsto","PRESIDENTE PRUDENTE","covid",2024-03-13
153,2024-03-06,11,12,42,3,310.075,23,73.25,"Previsto","PRESIDENTE PRUDENTE","srag",2024-03-13
800,2024-03-16,NA,12,22,1,157.15,10,48,"Previsto","PRESIDENTE PRUDENTE","covid",2024-03-18
323,2024-03-16,NA,12,23,2,150.05,11,44,"Previsto","PRESIDENTE PRUDENTE","srag",2024-03-18
800,2024-03-13,NA,12,27,2,176.025,12,52,"Previsto","PRESIDENTE PRUDENTE","covid",2024-03-20
323,2024-03-13,NA,12,25,2,181.3,12,49,"Previsto","PRESIDENTE PRUDENTE","srag",2024-03-20
801,2024-03-12,NA,12,23,2,154.125,10,47.25,"Previsto","PRESIDENTE PRUDENTE","covid",2024-03-27
323,2024-03-19,NA,12,15,1,92.05,7,27,"Previsto","PRESIDENTE PRUDENTE","srag",2024-03-27
801,2024-03-30,NA,12,1,0,22.05,0,4,"Previsto","PRESIDENTE PRUDENTE","covid",2024-04-10
323,2024-03-30,NA,12,1,0,20,0,4,"Previsto","PRESIDENTE PRUDENTE","srag",2024-04-10
801,2024-04-04,NA,12,5,0,43.025,2,10,"Previsto","PRESIDENTE PRUDENTE","covid",2024-04-17
323,2024-04-04,NA,12,6,0,53.05,2,13,"Previsto","PRESIDENTE PRUDENTE","srag",2024-04-17
799,2024-04-03,NA,12,6,0,47,2,12,"Previsto","PRESIDENTE PRUDENTE","covid",2024-04-24
323,2024-04-20,NA,12,2,0,33,1,5,"Previsto","PRESIDENTE PRUDENTE","srag",2024-04-24
801,2024-04-03,NA,12,5,0,57,2,12,"Previsto","PRESIDENTE PRUDENTE","covid",2024-05-08
323,2024-05-01,NA,12,3,0,22,2,6,"Previsto","PRESIDENTE PRUDENTE","srag",2024-05-08
788,2024-04-30,NA,9,2,0,40.0749999999999,1,5,"Previsto","PRESIDENTE PRUDENTE","covid",2024-05-15
323,2024-05-08,NA,12,11,1,60.025,5,20,"Previsto","PRESIDENTE PRUDENTE","srag",2024-05-15
787,2024-05-18,NA,8,2,0,1096.025,0,6,"Previsto","PRESIDENTE PRUDENTE","covid",2024-05-23
323,2024-05-18,NA,12,13,1,68.0749999999999,7,21,"Previsto","PRESIDENTE PRUDENTE","srag",2024-05-23
782,2024-05-18,NA,8,2,0,836.899999999999,0,6,"Previsto","PRESIDENTE PRUDENTE","covid",2024-05-29
323,2024-05-21,NA,12,15,2.975,65.025,9,24,"Previsto","PRESIDENTE PRUDENTE","srag",2024-05-29
780,2024-05-18,NA,8,2,0,353.1,1,6,"Previsto","PRESIDENTE PRUDENTE","covid",2024-06-05
322,2024-05-28,NA,12,9,0,55.05,4,17,"Previsto","PRESIDENTE PRUDENTE","srag",2024-06-05
779,2024-05-30,NA,7,1,0,190.15,0,6,"Previsto","PRESIDENTE PRUDENTE","covid",2024-06-12
323,2024-05-30,NA,12,9,0,58.025,4,16,"Previsto","PRESIDENTE PRUDENTE","srag",2024-06-12
773,2024-05-30,NA,7,1,0,146.15,0,6,"Previsto","PRESIDENTE PRUDENTE","covid",2024-06-26
324,2024-06-26,NA,12,3,0,13,1,5,"Previsto","PRESIDENTE PRUDENTE","srag",2024-06-26
774,2024-05-30,NA,7,2,0,173.05,0,7,"Previsto","PRESIDENTE PRUDENTE","covid",2024-07-04
324,2024-06-29,NA,12,5,1,24.025,3,9,"Previsto","PRESIDENTE PRUDENTE","srag",2024-07-04
768,2024-06-29,NA,5,0,0,608.149999999999,0,2.25,"Previsto","PRESIDENTE PRUDENTE","covid",2024-07-23
324,2024-07-16,NA,12,3,0,14.025,1,5,"Previsto","PRESIDENTE PRUDENTE","srag",2024-07-23
754,2024-07-18,NA,5,1,0,645.099999999998,0,9,"Previsto","PRESIDENTE PRUDENTE","covid",2024-08-14
324,2024-08-07,NA,12,4,0,24,2,8,"Previsto","PRESIDENTE PRUDENTE","srag",2024-08-14
756,2024-07-18,NA,5,1,0,681.599999999999,0,7,"Previsto","PRESIDENTE PRUDENTE","covid",2024-08-21
324,2024-08-09,NA,12,5,0,23,2,8,"Previsto","PRESIDENTE PRUDENTE","srag",2024-08-21
755,2024-08-23,NA,5,55,1,1709822.52499996,15,403.75,"Previsto","PRESIDENTE PRUDENTE","covid",2024-08-28
324,2024-08-29,NA,12,15,2,121.075,8,26,"Previsto","PRESIDENTE PRUDENTE","srag",2024-08-28
756,2024-08-23,NA,5,60,1,7256087.24999993,15,413,"Previsto","PRESIDENTE PRUDENTE","covid",2024-09-03
324,2024-08-27,NA,12,32,5,268.125,17,61,"Previsto","PRESIDENTE PRUDENTE","srag",2024-09-03
755,2024-09-03,NA,7,11,0,1422.475,4,32,"Previsto","PRESIDENTE PRUDENTE","covid",2024-09-11
324,2024-09-04,NA,12,34,6,190.025,20.75,56,"Previsto","PRESIDENTE PRUDENTE","srag",2024-09-11
756,2024-09-11,NA,7,7,0,868.525,2.75,19,"Previsto","PRESIDENTE PRUDENTE","covid",2024-09-18
324,2024-09-11,NA,12,23,2,97.05,14,37,"Previsto","PRESIDENTE PRUDENTE","srag",2024-09-18
757,2024-09-18,NA,8,3,0,110.025,1,10,"Previsto","PRESIDENTE PRUDENTE","covid",2024-09-25
324,2024-09-18,NA,12,16,2.975,62.05,10,25,"Previsto","PRESIDENTE PRUDENTE","srag",2024-09-25
758,2024-09-18,NA,8,3,0,381.199999999998,1,8,"Previsto","PRESIDENTE PRUDENTE","covid",2024-10-02
324,2024-09-25,NA,12,7,0,56.025,3,13,"Previsto","PRESIDENTE PRUDENTE","srag",2024-10-02
401,2023-05-11,11,12,2,0,10,1,3,"Previsto","REGISTRO","covid",2023-05-31
167,2023-05-31,11,12,12,1,62,7,20,"Previsto","REGISTRO","srag",2023-05-31
401,2023-05-11,11,12,2,0,11,1,3,"Previsto","REGISTRO","covid",2023-06-06
167,2023-06-06,11,12,18,2,109,11,31,"Previsto","REGISTRO","srag",2023-06-06
401,2023-05-31,11,12,0,0,4,0,1,"Previsto","REGISTRO","covid",2023-06-14
167,2023-06-06,11,12,18,2,95.025,11,30,"Previsto","REGISTRO","srag",2023-06-14
399,2023-05-31,11,12,0,0,3,0,1,"Previsto","REGISTRO","covid",2023-06-20
167,2023-06-20,11,12,9,0,181.2,5,22,"Previsto","REGISTRO","srag",2023-06-20
